mu_g,Tgran,seed,mu,a_c,a_n,a_t,f_mean,cv_f,pr_f,ncon,chi,E
1.0,0.003,1,0.281505688991838,0.17460939269866838,0.2718210090295785,0.11658098113944268,11.063010750956423,0.7479768226644767,0.6412597145708137,6884.375,0.008751898767579586,10000.0
1.0,0.003,2,0.2725474093329797,0.1675316206112127,0.2650333538706042,0.11252984358704045,11.23293401445363,0.741913434987774,0.6449998692709255,6860.125,0.00956385497679317,10000.0
1.0,0.005,1,0.2767241782400076,0.1813322956677596,0.26411686530849504,0.1079991910670343,10.944356733052448,0.7430405137992924,0.6442962838042143,6925.75,0.00943803300773629,10000.0
1.0,0.005,2,0.2762893908454996,0.1700802296321921,0.2704820645261208,0.11201648931485567,11.09219129017477,0.745675895678565,0.642668516320543,6900.5,0.009184457646126392,10000.0
1.0,0.008,1,0.26987850218776716,0.17172076126258834,0.27053068317873447,0.09750555541659325,10.946574066503162,0.7479024135474089,0.6412947836493386,6968.625,0.010083601272762492,10000.0
1.0,0.008,2,0.2688935815094318,0.1715943397424294,0.2657679654683995,0.10042485870187917,10.862862545865799,0.7488990743017255,0.6406915429596368,6980.125,0.01122902071961771,10000.0
1.0,0.013,1,0.27901648753016495,0.1748950512417065,0.2818175110789174,0.10132041196216574,10.63491534591402,0.7647316899020665,0.6310405399063332,7093.5,0.012441289619231414,10000.0
1.0,0.013,2,0.26292544394633954,0.16742115637949562,0.2651499444721671,0.09327978712422308,10.708868173267968,0.7614811493026573,0.6329756538791119,7054.375,0.012193030358684652,10000.0
1.0,0.02,1,0.26300724112269863,0.1577585774047412,0.279455600384542,0.08880029023115393,10.51073810374739,0.7694617759715132,0.6281324259425635,7162.75,0.01454067451833876,10000.0
1.0,0.02,2,0.2597182867411164,0.16015978720022775,0.2723067912652338,0.08696999288082034,10.612205579812557,0.7568361095216524,0.6358244275635583,7141.285714285715,0.014061279713853025,10000.0
1.0,0.03,1,0.2659271448830414,0.16442852053394025,0.2869326852618409,0.08049308363123933,10.358630841572806,0.7669845056146454,0.6296425209997798,7259.5,0.01780149476702851,10000.0
1.0,0.03,2,0.26229289045329734,0.17127743794334743,0.27681450067203545,0.07649383546681734,10.563733286628404,0.7565536521505749,0.6359992237023446,7240.0,0.016832948364087236,10000.0
0.1,0.0005,1,0.19220010615722502,0.08118772157789386,0.3042913179708648,-0.00107883101125235,13.55472598772582,0.6833560694315672,0.681762834816825,8091.4,0.023940318137279773,100000.0
0.1,0.0005,2,0.4963265475697015,0.6308283072451689,0.3562350113950907,0.0055897761507063895,7.547279023709619,0.8373959979730511,0.5888168274690663,5697.333333333333,0.09933198749382752,100000.0
0.1,0.0015,1,0.1896332129088689,0.14232354794517782,0.2276680664065162,0.009274810396655548,9.524874334316076,0.7172335271525928,0.6603279304410263,7781.6,0.06820416233192114,100000.0
0.1,0.0015,2,0.18992096591993193,0.14227591962340544,0.22821129810066948,0.009354709815305482,9.547074245153798,0.7134633966606381,0.6626955520826154,7770.45,0.06673839315993765,100000.0
0.1,0.001,1,0.19805791760974373,0.15191299116865756,0.23379613560244436,0.010406708486505992,9.584694758055688,0.7151362606613177,0.6616404059992045,7734.2,0.0660846683913723,100000.0
0.1,0.001,2,0.19647041225842005,0.1546114470941167,0.2279780953465357,0.010351281002936263,9.629266785235131,0.718260539007552,0.6596830582192141,7756.0,0.06518212020589276,100000.0
0.1,0.003,1,0.17284067896517635,0.13775258759319708,0.20141476074479897,0.006514017809873066,9.459422511858293,0.7054597017026365,0.6677102229956317,7843.25,0.07796462952676557,100000.0
