mu_g,Tgran,seed,mu,a_c,a_n,a_t,f_mean,cv_f,pr_f,ncon,chi,kt
0.3,0.005,1,0.2499916771815481,0.18915582741137263,0.27754474582948746,0.033282774559889275,10.626669179956568,0.7588131990326326,0.6346222662350495,7154.8,0.028965786179162713,50000.0
0.3,0.005,2,0.24610946312013726,0.18667303334995825,0.2708871657912736,0.03465872958673051,10.551077541662753,0.7538739619154772,0.6376372608857598,7120.4,0.030883610438072463,50000.0
0.3,0.008,1,0.23329012397961954,0.17535682933047264,0.26380632141945554,0.02741709608932082,10.354603853447744,0.757180524222083,0.6356151117835316,7219.0,0.03473709308774404,50000.0
0.3,0.008,2,0.231832159516059,0.17763805445206932,0.2591963130793541,0.026829957251070367,10.426231627811966,0.7545525104492707,0.6372266937899234,7223.45,0.03490711790401527,50000.0
0.3,0.013,1,0.22470674798143042,0.1827956413619935,0.2457058734965874,0.020911982834392877,10.364801048551929,0.7362503628308087,0.6484871160576852,7326.35,0.039352484143759955,50000.0
0.3,0.013,2,0.2201954127004273,0.1700751510358075,0.24872562220929031,0.0215900524069308,10.299825095930977,0.738480537192876,0.6471142087190385,7335.7,0.040006254134174614,50000.0
0.3,0.02,1,0.19655467984154953,0.15544862950089913,0.22149419440406598,0.016166543886250363,9.979266264221144,0.7262841844191599,0.654688504889201,7450.7,0.04823843069789345,50000.0
0.3,0.02,2,0.20539325795155627,0.16140386399483111,0.23324004738151446,0.016142599647210508,10.13499801597818,0.7334214664300582,0.6502527299746974,7424.75,0.048189313413751406,50000.0
0.3,0.03,1,0.18875965300071088,0.1573769487594175,0.20909358452600615,0.011048778021412901,9.994297754668606,0.7183400376631077,0.6596381035956355,7502.35,0.05757252249779625,50000.0
0.3,0.03,2,0.18820142984155888,0.15044395290799265,0.21492390808659018,0.011034993582790439,10.088406467726092,0.7200820762443231,0.6585687342598001,7480.4,0.05750236041067638,50000.0
1.0,0.0005,1,0.28504960990506906,0.2487051055166644,0.31656223317445004,0.004831879687888112,12.23323992304409,0.9718530477776215,0.5949032257859924,6816.35,0.012958611240144718,50000.0
1.0,0.0005,2,0.3848505207690832,0.4283256795128357,0.3313413495788286,0.010034011821027426,10.382182271346512,0.9909693831366125,0.534030335143871,5735.35,0.027874356973747228,50000.0
1.0,0.0015,1,0.2844507834657228,0.2256323855426985,0.2516004832436227,0.09166869792438145,12.75837444736517,0.747373516333507,0.6416368563249042,5998.3,0.009110980514604159,50000.0
1.0,0.0015,2,0.2900016613699159,0.23474013981778877,0.24794945856656994,0.0973137270623787,12.732417663609763,0.7371469913508454,0.6479346847922941,6019.05,0.008433722647395767,50000.0
1.0,0.001,1,0.2829686064801947,0.2291482956663188,0.24188116292126954,0.09490775670488039,12.791009714924146,0.7269742235256011,0.6542627029220532,5969.05,0.008326477102470947,50000.0
1.0,0.001,2,0.2752606254640516,0.21964473783054497,0.2450774776121869,0.08579903794518011,12.753293936104463,0.749894097126589,0.6400833862152214,5984.5,0.009291232059110375,50000.0
1.0,0.003,1,0.2821115240526489,0.2243274380127504,0.248125669363836,0.09176993612874922,12.867039579932712,0.7438415883969232,0.6438197643491337,6031.3,0.008822848495233954,50000.0
