mu_g,Tgran,seed,mu,a_c,a_n,a_t,f_mean,cv_f,pr_f,ncon,chi
0.15,0.0005,2,0.3300899348793159,0.3376557125494895,0.3219246246792135,0.0005995316109506363,12.165077156133853,0.7398036007682472,0.6480467378169011,7084.5,0.03649397446326191
0.15,0.0015,1,0.22297383622929243,0.16892542111138514,0.2589967961180075,0.018025455568558908,10.00198329889448,0.7385755038644161,0.6470482336834649,7546.4,0.05213660105011346
0.15,0.0015,2,0.21593331960325113,0.1582069639380627,0.256791900670137,0.016867773772507207,9.822436739567419,0.7380974382117488,0.6473471324361324,7546.85,0.05081610320680541
0.15,0.001,1,0.2267902448747893,0.16737522097542207,0.26704723216763443,0.019158032325803508,9.866280590723305,0.7411005112372366,0.6454913345199466,7501.75,0.05269359562493692
0.15,0.001,2,0.22874998698044266,0.16795713136498658,0.2699747746578743,0.019568073237621896,9.977839073199796,0.7351848931537612,0.6491560016605024,7506.3,0.051402355970820636
0.15,0.003,1,0.2047385132117765,0.14907131945690696,0.24619039396435852,0.01421531804892919,9.82248188089848,0.7302115790290934,0.652234552065818,7606.35,0.05676802715215725
0.15,0.003,2,0.2054193302616704,0.15293999040141054,0.24434794417516142,0.013550723699928782,9.881130303793586,0.7257068617060678,0.65504859309562,7619.2,0.0561513428761191
0.15,0.005,1,0.18699361964735867,0.1424439564871373,0.22043771695793377,0.011105567318519863,9.715368553005026,0.7133696244837767,0.6627507392720886,7697.8,0.06280880769333348
0.15,0.005,2,0.19500262519703643,0.14684611925077506,0.23264757356623728,0.010511557848474946,9.73503784164716,0.7203058226326842,0.6584108175816208,7686.8,0.06453209213401474
0.15,0.008,1,0.180075384950929,0.13946678558022557,0.21251159137196957,0.008172393966424298,9.618027836439046,0.7100359865593827,0.6648462947388925,7766.9,0.07556354467686682
0.15,0.008,2,0.17626277315619387,0.14027129783357312,0.2046609006195279,0.007593347435887197,9.651791142491277,0.7147100511066886,0.6619157226350326,7756.35,0.07639575893664066
0.15,0.013,1,0.15826017822181188,0.12175033213969795,0.18933793069024907,0.005432094080595446,9.541566710230846,0.6962117961666396,0.6735440813132527,7803.2,0.09145347186318178
0.15,0.013,2,0.15808881635983196,0.1212318248141258,0.18981617360810688,0.005129634045282107,9.49425166161262,0.7023831087735993,0.6696467265638752,7802.35,0.09421616210149289
0.15,0.02,1,0.14820276763333223,0.1176080997855848,0.17561567342502477,0.0031817582676985203,9.474227783289122,0.6945774774048716,0.6745841253995503,7850.95,0.11359037979362743
0.15,0.02,2,0.14173543888531737,0.11445265738723143,0.16616694916189928,0.0028512702602457693,9.467579002978773,0.6980988869395743,0.6723552871030738,7842.45,0.11290254185253926
0.15,0.03,1,0.1312644296221053,0.10938539125509342,0.1504738589609086,0.0026696040536520874,9.398200538546822,0.6872197164595729,0.6792269284469882,7818.3,0.13543235847977547
0.15,0.03,2,0.1298799369021455,0.10572482182693399,0.15146347797180132,0.002571577527970726,9.513501962182946,0.6876003922420365,0.6789897972639263,7816.4,0.13693039559545775
0.17,0.0005,1,0.20037654997648713,0.09308937406414035,0.30887739057971214,-0.001213658767427273,13.640562336895707,0.6868968981002999,0.6796664896461722,7969.368421052632,0.015505893847830637
0.17,0.0005,2,0.19753158663301865,0.07298953542410745,0.3234796035186459,-0.0014059702904332019,14.43944731418471,0.6826476865267034,0.6821560061622496,8089.05,0.013135282213615979
0.17,0.0015,1,0.2252256836369161,0.1728570795080378,0.2559784652173457,0.021615816703236472,10.02602060395063,0.7405537104509141,0.6458509992484827,7458.55,0.046883179933359886
0.17,0.0015,2,0.22420937625505205,0.1748772399457106,0.2519683110619121,0.021573200493630266,10.091155915872353,0.7412189381156533,0.6454216348194922,7454.1,0.047882361614111836
