Tgran,Theta,Z,Z_c,a_c,a_c_str,a_c_w,a_c_wk,chi,cv_f,dZ_eff,f_mean,label,mu_g,pr_f,seed
0.0005,0.0005,4.667693877551021,4.139709287864597,0.0514774529707448,0.15301869747344712,0.13894711537376758,0.03069653414768861,0.06985464393229858,0.932097723949482,0.5279845896864241,10.748891952749096,mu0.3_T0.0005_s1,0.3,0.5351369453575938,1
0.0005,0.0005,4.73834693877551,4.1244278563248775,0.0476472776137817,0.15285434487934693,0.13477329222775483,0.03302725061670585,0.06221392816243858,0.9272445676238747,0.6139190824506322,10.924649848949343,mu0.3_T0.0005_s2,0.3,0.5377418838584238,2
0.0005,0.0005,4.805000000000001,4.134504258749635,0.040103793778171144,0.14949490318867803,0.1330746209587158,0.04281998542206261,0.06725212937481759,0.9081657573238375,0.6704957412503658,11.455812326299414,mu0.3_T0.0005_s3,0.3,0.5480176500846287,3
0.001,0.001,4.79538775510204,4.1120565222325896,0.04450676563111654,0.14762730190859552,0.13701513614896918,0.0384225596725182,0.0560282611162946,0.9062568291395201,0.6833312328694507,11.343880960783874,mu0.3_T0.001_s1,0.3,0.549059372010869,1
0.001,0.001,4.7990204081632655,4.107729239112744,0.0461722950444156,0.15732134382239052,0.14369954731898402,0.034115816052579795,0.05386461955637169,0.8775591046949734,0.6912911690505217,11.229725544306163,mu0.3_T0.001_s2,0.3,0.5649378314886012,2
0.001,0.001,4.856244897959184,4.110779077432115,0.03970980446007309,0.1387766519744929,0.12305386045118154,0.04657914732753553,0.055389538716057334,0.8761312594948034,0.7454658205270688,11.386217156250034,mu0.3_T0.001_s3,0.3,0.5657385977772154,3
0.003,0.003,4.961408163265307,4.120496133867762,0.036953035306095824,0.1275039821825711,0.128354249369538,0.026322579447019833,0.0602480669338814,0.9148496900239518,0.8409120293975443,10.82945147946138,mu0.3_T0.003_s1,0.3,0.544382355803486,1
0.003,0.003,4.914367346938775,4.114438290523887,0.04376851624696983,0.1397565446135118,0.13422758665311996,0.029423674945423042,0.05721914526194353,0.8919575348897847,0.7999290564148875,10.883363405802609,mu0.3_T0.003_s2,0.3,0.5569225310247278,2
0.003,0.003,4.9666530612244895,4.114401389079238,0.035197786575758026,0.11873106607186865,0.11283374896458276,0.0364844853373039,0.05720069453961909,0.8809147091291477,0.8522516721452513,10.805218368785361,mu0.3_T0.003_s3,0.3,0.5630607551734109,3
0.008,0.008,5.14373469387755,4.1409797018468195,0.03133183626734414,0.10743920265729093,0.101448787503502,0.02490189442381549,0.07048985092340997,0.88842150801527,1.0027549920307308,9.93397238638877,mu0.3_T0.008_s1,0.3,0.558881592870649,1
0.008,0.008,5.1461632653061224,4.143158168351018,0.0319301297816386,0.12159588972910217,0.11172420014925279,0.030330085638201918,0.0715790841755092,0.8869213691290976,1.0030050969551043,10.109446064744269,mu0.3_T0.008_s2,0.3,0.5597146763655122,2
