Tgran,Theta,frac_strong,label,life_all,life_strong,life_weak,mu_g,n_ep_all,n_ep_strong,n_ep_weak,rate_all,rate_path_all,rate_path_strong,rate_path_weak,rate_strong,rate_weak,seed
0.002,0.0003604421966666666,0.1625896246309574,mu0.01_T0.002_s1,0.8850063264445379,2.3555642023346297,0.5994862754973557,0.01,9484,1542,7942,0.01409326592621881,0.025514292471908215,0.021778786899861853,0.02623956942885804,0.006594938177238408,0.015549123567735782,1
0.002,0.0003666161066666666,0.1689777491131893,mu0.01_T0.002_s2,0.8970590132215415,2.368511450381679,0.597857974388824,0.01,9303,1572,7731,0.013435293638957959,0.02546520842917804,0.021416733419065234,0.02628841405793206,0.005270874974137041,0.01509542378267785,2
0.002,0.00036126786,0.1653801416939833,mu0.01_T0.002_s3,0.8880659828698317,2.3572058823529405,0.5969555302166476,0.01,9457,1564,7893,0.012701380936900817,0.024547204288863787,0.0223287301368309,0.024986795518279658,0.0063007614634499895,0.013969665347958349,3
0.006,0.0010796084333333333,0.15348771533465122,mu0.01_T0.006_s1,0.5155556340016944,1.5303449862005518,0.33155629691409505,0.01,14164,2174,11990,0.024898075343774063,0.044017358288911734,0.03892917387989902,0.044939936512864494,0.012018603943833969,0.02723335230986829,1
0.006,0.0010870962,0.16391484578093163,mu0.01_T0.006_s2,0.5160788308859692,1.4663351907415345,0.3297806722689076,0.01,14233,2333,11900,0.025993465262743043,0.045006328824590956,0.03984288636869069,0.04601862388758385,0.012853636145438085,0.02856953428212728,2
0.006,0.0010710132333333333,0.16834898002399942,mu0.01_T0.006_s3,0.5181591021387731,1.4533207547169809,0.3288567306060091,0.01,14167,2385,11782,0.025348311269083813,0.0447509277981184,0.03909699847826987,0.0458954381892098,0.01265736635403796,0.027917306653770995,3
0.015,0.0030106934333333332,0.2858482701125469,mu0.01_T0.015_s1,0.3034576907044602,0.5381735326285089,0.2095097037793667,0.01,19192,5486,13706,0.04647444624708155,0.07337459395400615,0.06794953907068878,0.07554604084513991,0.03530626122537994,0.05094465367660548,1
0.015,0.0029523314666666666,0.2965206585896241,mu0.01_T0.015_s2,0.3048974836905871,0.5281613410162388,0.2107904614705233,0.01,19314,5727,13587,0.04506575502858763,0.07240039031290127,0.06703875379539914,0.07466035147693562,0.034027497206442214,0.04971844528746942,2
0.015,0.002798192133333333,0.2880128304620001,mu0.01_T0.015_s3,0.30584665528480515,0.5425812825579306,0.21008283679697717,0.01,19329,5567,13762,0.04594772048872813,0.0735344459312228,0.0676316392752335,0.07592224746107981,0.03466679269284567,0.05051107792512385,3
0.0005,7.288426e-05,0.2925971513979251,mu0.03_T0.0005_s1,1.6155424652716723,2.398539663461538,1.291677852348993,0.03,5687,1664,4023,0.0056246524539382906,0.009924495503304324,0.008373377576130115,0.010566071499033353,0.004067020210891616,0.006268922911912355,1
0.0005,8.104247633333333e-05,0.2822117892540428,mu0.03_T0.0005_s2,1.5576108502869062,2.3980221811460254,1.2271874999999994,0.03,5751,1623,4128,0.00694362068588862,0.010999663417444829,0.00916488523794098,0.011721040594124757,0.005175400545697006,0.00763882933112384,2
0.0005,7.939464733333335e-05,0.2681871150324621,mu0.03_T0.0005_s3,1.4856117862493756,2.3999999999999995,1.1505163785259327,0.03,6007,1611,4396,0.006975901593036617,0.011251561724447745,0.00880707690333935,0.012147390897970404,0.004704244380177639,0.007808394716311369,3
