I,P,Tgran,Theta,a_c,label,mu,mu_g,n_contacts,n_samples,seed,tau
0.0003209948975438596,9.705383643859646,0.008,0.0003894198873684211,,mu0.3_T0.008_s2,0.23957297175438597,0.3,,57,2,-2.3252074105263163
0.0003182275115789473,9.875260035087717,0.008,0.00037787753017543853,,mu0.3_T0.008_s3,0.2538895515789474,0.3,,57,3,-2.5083424
0.0003215597803508772,9.671826152631578,0.02,0.0007930917970175439,,mu0.3_T0.02_s1,0.20586719421052632,0.3,,57,1,-1.9923498947368425
0.0003218626408771931,9.653690373684212,0.02,0.000765523365263158,,mu0.3_T0.02_s2,0.1990528566666667,0.3,,57,2,-1.9230114385964912
0.00031998562192982454,9.767481547368421,0.02,0.0007516378050877192,,mu0.3_T0.02_s3,0.21076292245614037,0.3,,57,3,-2.060289657894737
0.0003127752624561404,10.223407163157894,0.0005,4.656874615789475e-05,0.05721885804437906,mu0.4_T0.0005_s1,0.34633526508771934,0.4,8997.222222222223,57,1,-3.541472356140351
0.0003228840387719298,9.597024866666665,0.0005,5.800937563157894e-05,0.05451604010371942,mu0.4_T0.0005_s2,0.4188617005263158,0.4,10051.5,57,2,-4.03215841754386
0.00030312408192982457,10.888635315789475,0.0005,5.057195489473684e-05,0.04940814949961723,mu0.4_T0.0005_s3,0.29574995789473685,0.4,9358.111111111111,57,3,-3.218000242105263
0.00031296557087719297,10.209690543859649,0.001,8.478518614035089e-05,0.05605714939155434,mu0.4_T0.001_s1,0.330827342631579,0.4,9057.444444444445,57,1,-3.3780328824561408
0.00032007135877192987,9.761512336842106,0.001,8.24250713157895e-05,0.057493604175945734,mu0.4_T0.001_s2,0.33070598859649125,0.4,9064.5,57,2,-3.2287910614035087
0.00031561396807017547,10.039188984210524,0.001,8.858930794736841e-05,0.0481468432613696,mu0.4_T0.001_s3,0.3181350443859649,0.4,9029.777777777777,57,3,-3.1943366210526314
0.0003161691296491228,10.004141007017544,0.003,0.000208468859122807,0.05164965232812578,mu0.4_T0.003_s1,0.3145573847368422,0.4,9376.5,57,1,-3.146369731578947
0.0003199282375438596,9.770559910526314,0.003,0.0002207844847368421,0.0524069773669562,mu0.4_T0.003_s2,0.30894334473684215,0.4,9261.5,57,2,-3.0192069456140347
0.00031633725947368427,9.993422884210526,0.003,0.00021392495105263158,0.045179784213355056,mu0.4_T0.003_s3,0.3003675005263158,0.4,9330.333333333334,57,3,-3.002166303508772
0.0003167797452631579,9.965687742105263,0.008,0.0004525999689473684,0.04550377669567343,mu0.4_T0.008_s1,0.27602637824561405,0.4,9758.277777777777,57,1,-2.7519762999999995
0.000326039719122807,9.407890615789473,0.008,0.00044345079754385964,0.045263797348902894,mu0.4_T0.008_s2,0.28483026666666666,0.4,9801.888888888889,57,2,-2.681042454385965
0.0003167982194736842,9.964264254385965,0.008,0.0004504856822807018,0.03967658431628043,mu0.4_T0.008_s3,0.2726941263157895,0.4,9768.0,57,3,-2.7167218017543866
0.0003207881189473684,9.718185005263159,0.02,0.0008319435715789474,0.03994132889172324,mu0.4_T0.02_s1,0.2476078936842105,0.4,10380.555555555555,57,1,-2.407338507017544
0.00032773389578947366,9.312101328070174,0.02,0.0008535502707017544,0.037636358421187927,mu0.4_T0.02_s2,0.23306083912280703,0.4,10397.055555555555,57,2,-2.1720817736842104
0.00032411393929824563,9.519640212280702,0.02,0.0008769752077192981,0.03482188130695684,mu0.4_T0.02_s3,0.2302624740350877,0.4,10341.5,57,3,-2.1915893736842107
0.00031791948368421047,9.8948553122807,0.0005,5.6183599052631584e-05,,mu0.5_T0.0005_s1,0.3491115763157895,0.5,,57,1,-3.456286380701754
0.0003182216977192982,9.876417084210527,0.0005,4.872462757894736e-05,,mu0.5_T0.0005_s2,0.3830970568421052,0.5,,57,2,-3.7839401350877195
0.0003194578361403508,9.801234798245613,0.0005,5.525851145614035e-05,,mu0.5_T0.0005_s3,0.33301221473684206,0.5,,57,3,-3.266867475438597
0.0003193911664912281,9.804180671929824,0.001,0.00010256401277192981,,mu0.5_T0.001_s1,0.33183495315789474,0.5,,57,1,-3.2555832684210526
0.0003198431645614035,9.77556071403509,0.001,9.442251310526315e-05,,mu0.5_T0.001_s2,0.3242586164912281,0.5,,57,2,-3.170688257894737
0.0003200763831578947,9.761356752631578,0.001,0.00010243492298245615,,mu0.5_T0.001_s3,0.31917252807017543,0.5,,57,3,-3.1163271491228066
0.0003204935970175439,9.736236831578948,0.003,0.0002303571133333333,,mu0.5_T0.003_s1,0.32716801771929827,0.5,,57,1,-3.1861388719298245
0.0003171291849122807,9.943834792982456,0.003,0.00023184488964912283,,mu0.5_T0.003_s2,0.32459643350877193,0.5,,57,2,-3.2277285561403506
0.00032106367824561404,9.702332129824564,0.003,0.00023270627771929822,,mu0.5_T0.003_s3,0.3088015489473684,0.5,,57,3,-2.9975909631578945
0.00032000277701754384,9.76564245614035,0.008,0.0005077599326315789,,mu0.5_T0.008_s1,0.3005413984210527,0.5,,57,1,-2.9349720789473683
0.00032508518140350883,9.462908831578947,0.008,0.0004897430008771929,,mu0.5_T0.008_s2,0.30001495666666667,0.5,,57,2,-2.840159764912281
0.0003206948305263158,9.723848733333332,0.008,0.0005095553892982456,,mu0.5_T0.008_s3,0.2988446463157894,0.5,,57,3,-2.90712880877193
0.00032140961245614026,9.680835533333333,0.02,0.0009530785403508771,,mu0.5_T0.02_s1,0.26620306175438596,0.5,,57,1,-2.5788339543859653
0.00032711922122807016,9.345805922807017,0.02,0.000920261652105263,,mu0.5_T0.02_s2,0.2498416710526316,0.5,,57,2,-2.335663005263158
0.0003219487950877193,9.648402954385963,0.02,0.0009573612315789472,,mu0.5_T0.02_s3,0.2681251401754386,0.5,,57,3,-2.588080843859649
0.0003158200401754386,10.02613386491228,0.0005,6.111524705263158e-05,0.05847219712773002,mu0.6_T0.0005_s1,0.34122071964912276,0.6,8188.777777777777,57,1,-3.4219634228070173
0.00031943090877192983,9.801132598245614,0.0005,5.273222466666667e-05,0.07156859668382921,mu0.6_T0.0005_s2,0.4153800633333334,0.6,8536.777777777777,57,2,-4.0715375192982455
0.00032167972263157893,9.664069798245611,0.0005,5.983257507017544e-05,0.05468522590659827,mu0.6_T0.0005_s3,0.3438641752631579,0.6,8265.722222222223,57,3,-3.3230493192982458
0.00031852948175438596,9.860636057894736,0.001,0.00011382137754385965,0.05480441372709135,mu0.6_T0.001_s1,0.32788495666666667,0.6,8237.888888888889,57,1,-3.239731387719298
0.00032371232263157893,9.544952014035088,0.001,0.00010737094315789474,0.060492242491169614,mu0.6_T0.001_s2,0.3505644003508772,0.6,8324.111111111111,57,2,-3.348807401754386
0.0003238899966666667,9.532855898245614,0.001,0.00010892500054385964,0.05435197191923751,mu0.6_T0.001_s3,0.3352416047368421,0.6,8291.388888888889,57,3,-3.196551257894737
0.0003221920280701754,9.633315378947367,0.003,0.00026703997789473687,0.05058307070608532,mu0.6_T0.003_s1,0.3193731359649123,0.6,8519.888888888889,57,1,-3.077203168421052
0.00032791759631578944,9.300184210526318,0.003,0.0002639996949122807,0.05128127465002343,mu0.6_T0.003_s2,0.3092141856140351,0.6,8547.5,57,2,-2.8769810192982455
0.00033014662649122816,9.174690650877192,0.003,0.0002687347922807018,0.04931603408360563,mu0.6_T0.003_s3,0.30907627263157894,0.6,8475.888888888889,57,3,-2.8355262
0.00032359465719298245,9.550553735087718,0.008,0.0005505277159649123,0.05090152417051134,mu0.6_T0.008_s1,0.2990210698245614,0.6,8908.111111111111,57,1,-2.857520368421053
0.000328561618245614,9.264360328070177,0.008,0.0005543276229824562,0.049440345565663714,mu0.6_T0.008_s2,0.3093297433333333,0.6,8936.555555555555,57,2,-2.867863238596491
0.00032833965298245617,9.27664369122807,0.008,0.0005598297971929824,0.048819598973618684,mu0.6_T0.008_s3,0.3099614726315789,0.6,8920.555555555555,57,3,-2.8767297175438595
