Tgran,Theta,Z,Z_c,a_c,a_c_str,a_c_w,a_c_wk,chi,cv_f,dZ_eff,f_mean,label,mu_g,pr_f,seed
0.003,0.0002865458866666667,3.9517777777777776,3.0249578355721174,0.043266934361868244,0.20782864413648494,0.17284477306616347,0.08208870359518078,0.024957835572117507,0.7514652494452946,0.9268199422056602,8.376873379350991,E1.0e4_mu0.3_T0.003_s3,0.3,0.6391003610443546,3
0.008,0.0007174652066666668,3.9847037037037034,3.0299771457961233,0.04149903934328878,0.1737934351815983,0.14416442803817095,0.06364350767313527,0.029977145796123348,0.7226047064964386,0.9547265579075801,8.688850849298651,E1.0e4_mu0.3_T0.008_s1,0.3,0.6569625961237897,1
0.008,0.0007008746066666666,3.994574074074074,3.0308213532292925,0.04440455792944775,0.1871267894632565,0.15745346729073506,0.06385665785128192,0.030821353229292293,0.7408818542324187,0.9637527208447816,8.555713623713526,E1.0e4_mu0.3_T0.008_s2,0.3,0.6456175460051694,2
0.008,0.0007204263233333333,4.007290123456791,3.0305982751542584,0.042958809054469624,0.18769089810760836,0.16264196383562246,0.07391174715494644,0.03059827515425861,0.7469366557511987,0.9766918483025324,8.405842643891301,E1.0e4_mu0.3_T0.008_s3,0.3,0.6418853693052265,3
0.001,0.0001824189,3.3866913580246916,3.0082606632233637,0.059765106023868475,0.21050639490038686,0.17880014229799127,0.05603416371247121,0.00826066322336387,0.7442772127254823,0.37843069480132785,9.989016816517873,E1.0e4_mu1.0_T0.001_s1,1.0,0.6435227637422435,1
0.001,0.00017134467666666663,3.3936481481481477,3.008630098122637,0.044819373823308375,0.18377858347002385,0.16167661183177257,0.057276518845252755,0.008630098122636811,0.7626774483159771,0.3850180500255109,10.031451744115927,E1.0e4_mu1.0_T0.001_s2,1.0,0.6322407910024523,2
0.001,0.00017077614666666666,3.3709012345679015,3.0082664168511193,0.05446835953876219,0.21650947860959507,0.1876255910947558,0.06894767317226978,0.008266416851119271,0.748160348018347,0.3626348177167822,9.966662945513058,E1.0e4_mu1.0_T0.001_s3,1.0,0.6411315795131096,3
0.003,0.0004617283733333334,3.4122716049382724,3.0088037082497463,0.058266837129678305,0.1892328464110329,0.16662888858131797,0.04412748134454591,0.008803708249746479,0.744210852684875,0.4034678966885261,10.068831237545282,E1.0e4_mu1.0_T0.003_s1,1.0,0.6435640163523475,1
0.003,0.0004437274933333333,3.4117592592592594,3.009793184250836,0.04522142628490314,0.1737060587802088,0.15551620576313147,0.050626863912963144,0.009793184250836051,0.766522651096249,0.4019660750084233,10.033918685828677,E1.0e4_mu1.0_T0.003_s2,1.0,0.6298994065822883,2
0.003,0.00044898995333333334,3.420327160493827,3.0090162344803475,0.05290394106463883,0.20495607488456696,0.17729918339400952,0.06606294747590886,0.00901623448034771,0.7427156261781466,0.4113109260134795,9.79503959394189,E1.0e4_mu1.0_T0.003_s3,1.0,0.6444856631763436,3
0.008,0.0010101908966666667,3.4563456790123457,3.0115169818031746,0.04971478264046653,0.17346084332641853,0.15455142880888684,0.045116406144359904,0.011516981803174455,0.7522007334584595,0.44482869720917106,9.9585290420376,E1.0e4_mu1.0_T0.008_s1,1.0,0.6386497795308828,1
