mu_g,Tgran,seed,Theta,mu,mu_t,A_c,A_n,chi,f_mean,cv_f,pr_f,ncon
0.3,0.0005,2,7.565337294910179e-05,0.5048510897612163,0.036012695897371466,0.05808760163684466,0.09819186197441734,0.035386898018683055,10.0581775087547,0.8570418170000578,0.5768348649332189,10237.4
0.3,0.0015,1,9.329342985029941e-05,0.5143700286078263,0.051038907252002254,0.06488740156020181,0.0895563061575331,0.05314526308392601,10.187979722951999,0.8912625240069071,0.557322231249782,9851.1
0.3,0.0015,2,9.218607135628742e-05,0.5076781765316204,0.051090393898653885,0.06269963701875432,0.08949629248627886,0.05315561066484901,10.343687887433626,0.9002792621695359,0.5523679679370982,9892.2
0.3,0.001,1,6.754900794011977e-05,0.5242223195433747,0.053079202835311354,0.06514806444680782,0.09189964085285778,0.054617877609470344,10.346708538095854,0.8856073018742171,0.5604658509802849,9807.7
0.3,0.001,2,7.198735069760479e-05,0.5075503400298595,0.053047344206371375,0.06345589579134313,0.08804510432606297,0.05539865617755478,10.433365563086301,0.8901100997759828,0.5579868451106988,9683.1
0.3,0.003,1,0.00016767661449101795,0.4890833697717924,0.0471154382578846,0.05972590575085039,0.08759673792247127,0.05646861630786652,10.016827486151334,0.8901163830008999,0.5580161656021716,10079.6
0.3,0.003,2,0.00017396984215568866,0.49534818614177584,0.045118039233719,0.06026386291416469,0.08981285314087646,0.05923665893484774,10.033943976709459,0.8987262007044178,0.5531962363869368,10039.5
0.3,0.005,1,0.00024758245889221556,0.47112280024022707,0.039416886643670906,0.057678697986059346,0.0862232721750923,0.06317328962338561,9.741304695655272,0.8884113663077379,0.5589108780860763,10270.6
0.3,0.005,2,0.00024365174511976046,0.46666140009472157,0.03973474675048129,0.05681028887048016,0.08549859402480227,0.06270609991722144,9.710404586593933,0.8923477259901109,0.5567505179254536,10288.1
0.3,0.008,1,0.0003626934544011976,0.44270449516094246,0.03414802359170005,0.05403094192702128,0.08215454675420872,0.07033939446948204,9.432866128497825,0.8759345801874622,0.5658823164758469,10519.6
0.3,0.008,2,0.0003756238039820359,0.4449499568007259,0.033028566175502226,0.05494303220233905,0.08236409884032543,0.07344389008135756,9.583144978494516,0.888509210118411,0.5588585280373678,10473.8
0.3,0.013,1,0.0005276291430838323,0.4131255876689324,0.024885599638481096,0.05221490044388263,0.07719842823296957,0.0827787108701391,9.280808017897945,0.8692146520949542,0.5696486354966913,10794.7
0.3,0.013,2,0.0005198430899700599,0.41493283457439023,0.025478912961172263,0.05344052939814732,0.07637744519958108,0.08297808312462038,9.277465909508834,0.8686919038334977,0.5699455014152036,10788.1
0.3,0.02,1,0.00073449495751497,0.3866585806786363,0.018367942976568085,0.05050453077765613,0.07225901523527355,0.09674473549699136,9.009315522151152,0.8458386781500515,0.582963584623674,11044.6
0.3,0.02,2,0.0007370109808982037,0.3750616888182649,0.019375660516655235,0.049239725391470736,0.06932228531146079,0.09754885818060222,9.079312791464758,0.8420101426604191,0.5851751826967647,11042.1
0.3,0.03,1,0.0010100710326946107,0.3351019350925498,0.011608583932134145,0.04573817585835541,0.06209293965188132,0.1151067284239361,8.845608555706264,0.8214347940467139,0.59711235076323,11297.6
0.3,0.03,2,0.0010252188981736527,0.33779496287882504,0.011264176888037374,0.04676389316256936,0.062079701538445956,0.11511586068744246,8.847144814146892,0.8208911530283782,0.5974470175666318,11247.7
0.3,0.05,1,0.001617126144011976,0.2789815132057405,0.006113744830858438,0.04078016636003785,0.050175756724010666,0.14434152657826252,8.67809640784704,0.7872841415336803,0.6173596892163965,11481.3
0.3,0.05,2,0.0015879897059880238,0.28708683857731965,0.005118925252009348,0.04144432555078695,0.052544980589618664,0.14558040651910845,8.661490724314982,0.7838905999918799,0.6194094692354998,11497.2
0.3,0.08,1,0.002497010274550898,0.234675705878649,0.0031339857600103703,0.03716046426336859,0.04002010837062263,0.18156460696072876,8.538703992577119,0.766989001106202,0.6296239235868761,11516.3
0.3,0.08,2,0.0025240373311377247,0.25162098628454765,0.0027236589007372304,0.039849292558495376,0.043116484736048635,0.1778106599742902,8.664643423603453,0.7659849734621409,0.6302303823109588,11530.3
0.3,0.12,1,0.003922098186826347,0.22022172654219468,0.0023087618177763678,0.037249468546931605,0.03538818643827483,0.21712764829005882,8.73242960207152,0.7614428983076078,0.6330017981475867,11348.1
0.3,0.12,2,0.004009953077245509,0.2208243493289464,0.001596731084291917,0.0357568318715618,0.03731903897770657,0.2182537740207336,8.77797682517714,0.7629291271066696,0.6321002459264891,11314.0
0.4,0.0005,1,4.5578969661676646e-05,0.5574367653836736,0.058023965505025046,0.0667612991336016,0.09970963381028883,0.03144049154855105,10.89724069979203,0.8848588052744484,0.561110529014276,9569.7
0.4,0.0005,2,7.366129452095809e-05,0.6065068128156912,0.07089182190414531,0.07761849684718541,0.1009198358882697,0.04976287076956413,11.306927912500836,0.8995437664554388,0.5528966077707617,9350.8
0.4,0.0015,1,0.0001165608723053892,0.542089564915082,0.06868454188000511,0.06548535507262446,0.09231631697319695,0.0473910341352255,10.819878869874506,0.9048766330238258,0.5498552548163669,9233.7
0.4,0.0015,2,0.00011554281173652694,0.5366837221392639,0.06513874264768511,0.06612991579120577,0.09105174454584683,0.0471026900680622,11.11493951920112,0.9020637115330856,0.551374024651584,9213.3
0.4,0.001,1,8.092318500598804e-05,0.5446510300173375,0.07065408158061896,0.0683340218574129,0.08966495960122921,0.04738901735787268,11.001117160709525,0.8902759843958972,0.5578745971471226,9184.3
0.4,0.001,2,8.420736235329341e-05,0.5397380397102415,0.06588148898746957,0.06651611564823663,0.09143606747870055,0.049833991294644685,11.10615746679007,0.8863716025792077,0.5600427585417433,9134.9
0.4,0.003,1,0.0001907111861976048,0.5247030140409312,0.060169802765716984,0.06505896417840898,0.0897854406033502,0.04716123273552951,10.854160147858208,0.9034163198651648,0.5506590609785877,9496.2
0.4,0.003,2,0.00020252716164670658,0.526696529486377,0.058795528808559996,0.06350151948127607,0.09246548314734274,0.04780295205826578,10.792346421606634,0.9031313105449834,0.5507915354671169,9453.6
0.4,0.005,1,0.0002802558606886228,0.5148233587766001,0.052018617313710304,0.06268971657830043,0.09157853061757563,0.0523644383979555,10.359163614971433,0.907867484673328,0.5481971173684232,9753.5
0.4,0.005,2,0.0002910066122155689,0.5113108312879111,0.05588669488793271,0.06213070761249971,0.08967733974930367,0.05294824096262331,10.568520315662358,0.9080041161442262,0.5481249970119046,9700.7
0.4,0.008,1,0.00043673728251497,0.48851523530837204,0.0468521107036982,0.05948774927874213,0.08773329097233952,0.06103265081133328,10.23127415051944,0.9147874417652828,0.5444680753936917,9862.0
0.4,0.008,2,0.0004252619282335329,0.493149498190384,0.048667068392496,0.060621585982689595,0.0875392238197413,0.05795426477918507,10.211007245679369,0.903453476635922,0.5506251678429022,9901.3
0.4,0.013,1,0.000579869155508982,0.4586315504520118,0.039482990827992656,0.055622343555463326,0.08409384228999879,0.06910770685652468,9.689557438950414,0.8940191009786972,0.5558050294286238,10222.2
0.4,0.013,2,0.0006084221384131737,0.4703036982213882,0.04104200136612178,0.057310772814806565,0.0857764583539312,0.06861250878522063,9.873824711199457,0.900811949889107,0.5520808970993643,10159.8
0.4,0.02,1,0.0008154486124251495,0.4452296407697376,0.03192254339734747,0.05398833604921718,0.08378069742363937,0.0781342665757534,9.52567497356857,0.8848082585999941,0.5609113858177656,10505.5
0.4,0.02,2,0.0008336212775149701,0.43788858800208236,0.03110029543814786,0.05461537395076519,0.08098072495150203,0.07828985710777712,9.651196676473186,0.8848695782318308,0.5608925790723414,10461.9
0.4,0.03,1,0.0011181734309580838,0.386509442150658,0.022150373021926135,0.0502753163382378,0.07117770629551787,0.09072526844158786,9.283838774931697,0.8593207366403369,0.5752510843002265,10758.9
0.4,0.03,2,0.0011044278946107785,0.39874251433300134,0.022330963381416352,0.05183141220950539,0.07363910632996948,0.08859948053238498,9.323119588452762,0.8467690677810777,0.5824231711008309,10789.0
0.4,0.05,1,0.0016321352700598803,0.3386412260467934,0.01269864906840686,0.04650765799866162,0.06213986706977069,0.10922744415197624,8.991168791895838,0.8113604347434291,0.6030355067317363,11104.7
0.4,0.05,2,0.001650575559580838,0.3383737504165453,0.011817312135132565,0.04687235567155193,0.06197978897128591,0.10840146529844226,8.984802968209475,0.815380598776563,0.6006736239600903,11131.8
0.4,0.08,1,0.002459295745508982,0.28248753510570346,0.006701957574462933,0.0414673831900935,0.05046114054161106,0.1346845911134795,8.81019437196659,0.7805222918177526,0.6214291346270512,11323.8
0.4,0.08,2,0.00250746249251497,0.28702855945041117,0.00568800523640122,0.042557809218152956,0.051222376777964505,0.13502453632499842,8.787533898704835,0.7821497326391318,0.6204445395412915,11281.3
0.4,0.12,1,0.003761866830239521,0.2480534245860963,0.003769705235310192,0.03819351284431048,0.04323439563246029,0.16614344713788987,8.790522883428483,0.7724150807619646,0.6263306484269948,11233.9
0.4,0.12,2,0.0037403465467065865,0.2514007825544457,0.004437071169755346,0.03968542186446984,0.04263581486556159,0.1653717530602527,8.801727850202697,0.7720472918371686,0.6265514953304344,11235.1
0.5,0.0005,1,5.1003910248502996e-05,0.5694978965890838,0.08235732968400564,0.07087124667821673,0.09150894220175779,0.0487891728263697,11.707647421601006,0.884662819282863,0.5610600573531628,8686.8
0.5,0.0005,2,6.177572017365268e-05,0.5896242748633242,0.08276004969529836,0.07373548816386336,0.0952192537632289,0.045117589734907135,11.535809793269527,0.8884849751290138,0.5589251243496904,8844.2
0.5,0.0015,1,0.00012797153428143712,0.560644711912462,0.07425222852074662,0.06934740961213336,0.09278342012944917,0.039412274554255965,11.46313600054105,0.8876350796760807,0.5593397525394234,8843.2
0.5,0.0015,2,0.00012953405194610779,0.5561802912277283,0.07614761963903956,0.06932877452875891,0.09068211910375532,0.04095307727852899,11.476981301601574,0.88127409880216,0.5628708262218207,8806.7
0.5,0.001,1,9.423064763772455e-05,0.5412490774972165,0.07582579059563346,0.06937969185169388,0.08576140444991516,0.04101807510162876,11.922875749599813,0.8811429691092834,0.5629560743356755,8687.5
0.5,0.001,2,9.38484901467066e-05,0.5509599568342903,0.07619061394499566,0.06876627613629448,0.08949017078456996,0.04194999316890796,11.57359764824362,0.885876832261441,0.5603234651306904,8737.7
0.5,0.003,1,0.0002241832713772455,0.5373987878987407,0.07178288898307107,0.06812693086138191,0.08707837127410573,0.04021617677419845,11.232804673602782,0.888707181048861,0.5587577725096464,9016.9
0.5,0.003,2,0.00022476381233532938,0.5355676267323279,0.06678406298309422,0.06551093389149976,0.090750251593851,0.04230225101625838,11.176155324466418,0.9017583976513341,0.5515571300638782,9005.6
0.5,0.005,1,0.0003364564707185629,0.5167200529114104,0.06479411771625704,0.06350489735037672,0.0871370802118784,0.04594290168435106,10.919513776739096,0.9064193371723969,0.548996445707301,9228.2
0.5,0.005,2,0.00032654900341317364,0.5313443197435204,0.06328147588292336,0.06357871144257128,0.092442237436571,0.0486177220034536,10.839554856190492,0.9224120649209981,0.5403214288700797,9213.5
0.5,0.008,1,0.0004797452184431138,0.5087681818732478,0.059016813928457236,0.06177817500642287,0.08813894839576356,0.05043217874868955,10.745777437285037,0.922795576816271,0.5401247141244816,9457.1
0.5,0.008,2,0.0004856273584131737,0.5286608481455846,0.05863584719656402,0.0637563515709679,0.09291864613537784,0.0513524517236431,10.723780721906808,0.92782672343265,0.5374523899545853,9431.4
0.5,0.013,1,0.0006658334835029939,0.4928346337292206,0.05234755128926473,0.05940838473538386,0.0874206415215646,0.058537244205394155,10.31252417764573,0.9131894825886043,0.5453243860655269,9731.6
0.5,0.013,2,0.0006886923481137724,0.5077577352473488,0.050560229102056084,0.06293164167058582,0.08946752665040811,0.05938384582874183,10.338607941511038,0.9239099400762333,0.5395412657018174,9686.1
0.5,0.02,1,0.0009129111452994012,0.46037936492624176,0.04319605322741901,0.05780153117319148,0.08125957309499682,0.06804972227956362,9.988905963077945,0.9120833806265237,0.5458982468490947,10034.5
0.5,0.02,2,0.0009048285012574851,0.47124298782611723,0.04131053573248822,0.059471226012744696,0.08383959207573859,0.06557656562551112,10.035401193332053,0.9029285522341558,0.550918184924915,10008.5
0.5,0.03,1,0.0012097886314371257,0.4338140906112783,0.03220100085036004,0.05426146551665123,0.07960956556675883,0.07493262172295265,9.630121275975117,0.8836756119425015,0.5615434274505224,10329.0
0.5,0.03,2,0.0012334123646706586,0.4476768648359055,0.03329154120269205,0.058119628440955216,0.08000881091151281,0.07582586264042364,9.721530956198208,0.8894361085928871,0.5583424353232848,10287.1
0.5,0.05,1,0.001746996334730539,0.38934682263623444,0.021424636956944205,0.051936539825178964,0.07070418854787766,0.08971572652334867,9.40782362404855,0.8399314696463474,0.5863516629676983,10707.5
0.5,0.05,2,0.0017829451116766469,0.37391700047227544,0.01980155945034871,0.049061637479963345,0.06897684350373336,0.09119816612003746,9.257432069280204,0.8486774356402164,0.5813282677029035,10737.8
0.5,0.08,1,0.002557001652994012,0.3283546678206909,0.009391234838950853,0.047357560103510055,0.0589635852674407,0.10762432488021545,9.088234030805712,0.8032211637190254,0.6078876213812797,11004.2
0.5,0.08,2,0.0025904108841317366,0.33101482787374337,0.011415474592411434,0.0471094110831657,0.059423707067612574,0.10698463159092617,9.171538572516033,0.8100102876468626,0.6038394107032419,10993.0
0.5,0.12,1,0.003692395051197605,0.27274311879370416,0.004303016801435126,0.04200144324994688,0.047478590863956824,0.1317772118721193,8.890963250583267,0.784042957102224,0.6193091933595898,11102.5
0.5,0.12,2,0.0037253454706586827,0.2727827708145091,0.006136200261718749,0.04292652760613609,0.0459556624910744,0.13151156401616618,9.01717717449605,0.7846544981152662,0.6189401484544976,11082.8
0.6,0.0005,1,6.001038173952096e-05,0.5675400901755888,0.08791086981824493,0.07256950901363202,0.08730690075131789,0.039552065757006746,12.096994093796557,0.8749309354340593,0.5664672309319336,8357.3
0.6,0.0005,2,6.0801805170658685e-05,0.5600851342110647,0.08246264466222913,0.07187315379793771,0.08733434213756644,0.040720232749626835,12.243510533802509,0.8822365390987059,0.5623689713350316,8308.6
0.6,0.0015,1,0.00014530884356287426,0.5525973521088463,0.08509263504217755,0.0685228806794717,0.0873120211447681,0.03639263562855695,11.875739827182105,0.8906815045589749,0.5576500162553955,8481.2
0.6,0.0015,2,0.0001426857810778443,0.5613351778250494,0.08285465092987991,0.07022855002627017,0.08926495764413533,0.0351990705095744,12.06194481447162,0.8885785839472152,0.5588174544830329,8491.8
0.6,0.001,1,0.00010635561744011975,0.5675838753690818,0.08379895244672828,0.07356923683037855,0.0876924072238678,0.03709484443578866,11.98864655007402,0.873475665578517,0.5672776144649954,8376.1
0.6,0.001,2,0.00010489059966766467,0.5636606069957915,0.08294408023331826,0.07174270626473836,0.08849613557921886,0.03673556471259022,12.007381104735707,0.8888151061915519,0.5586843261808342,8395.9
0.6,0.003,1,0.00024966029047904193,0.5522739386740328,0.07854612038308692,0.06939825531561314,0.08851101832785697,0.03634984358898605,11.871118198158658,0.9124961938807585,0.5456992213768419,8658.0
0.6,0.003,2,0.00025193540673652695,0.5546444493636952,0.07617458940208824,0.07014087501015212,0.08934908047027809,0.037249452990600736,11.69907687328508,0.9016110960832895,0.5516261192166939,8667.4
0.6,0.005,1,0.0003748292218263473,0.5400847048316286,0.07242211633271786,0.06711696246418392,0.08877056719006468,0.040814373127366785,11.476517132877053,0.9064019445341179,0.5490283565092542,8842.8
0.6,0.005,2,0.0003709931941916168,0.545027766017743,0.07347544545933493,0.06847736212278614,0.08870674505329604,0.0393562542564883,11.335879148801855,0.8977099474126934,0.5537936270193125,8860.5
0.6,0.008,1,0.0005282871344011976,0.5340211281929741,0.0687592782952489,0.06629443872313077,0.08879284242573582,0.044653471570129916,11.27913582389294,0.924954491646289,0.5389422517131824,9041.9
0.6,0.008,2,0.0005190366016467066,0.5379794532696469,0.06750713753712635,0.06537571071468361,0.0914483946585026,0.04558105694481,11.03483559137796,0.9234535414350965,0.5397930751201057,9082.8
0.6,0.013,1,0.0007368162583832336,0.5078028319088513,0.05830769859878447,0.0628115016206516,0.08702020827123427,0.05206901460203123,10.791367307159486,0.9116544061345889,0.546150705323952,9334.0
0.6,0.013,2,0.0007641731407185629,0.5109561444145212,0.061090487700415655,0.062386980276049955,0.08756823784956978,0.05121659025151439,10.865621527791143,0.9183937212473149,0.5425729379904389,9305.6
0.6,0.02,1,0.0009836679072155689,0.488328459702268,0.050218875843262734,0.06157012327907392,0.08446640323099171,0.05771584306119214,10.37281148775985,0.9153780203950003,0.5441358989644324,9660.4
0.6,0.02,2,0.00097979459742515,0.4914080414234722,0.052701960660359704,0.06004858072902153,0.08618677922705817,0.057133653196195344,10.383718624088537,0.9118148831148456,0.5460577110479037,9698.8
0.6,0.03,1,0.0013221461958083831,0.46626000386972966,0.04091556615562162,0.056486006431394176,0.08529547397504642,0.0663962016622134,9.981688684074552,0.9150514674921097,0.5442886753515899,9976.5
0.6,0.03,2,0.0013507201712574849,0.4642584001027264,0.042329733472825634,0.05766858234314716,0.08297430631662857,0.06546639978248692,10.074473375966273,0.906365070578713,0.5490394216068685,9938.4
0.6,0.05,1,0.0018715258080838325,0.41595818485263303,0.029355903667177264,0.05299724223085657,0.07587018566313614,0.07650638264946949,9.689332961248146,0.8745419558964189,0.5666674733615613,10379.8
0.6,0.05,2,0.0018973731308383234,0.4199768877123745,0.02751206295046906,0.053391996974924916,0.07742961306507903,0.077943962523033,9.563654988482797,0.8787325910515357,0.5642979784976712,10381.0
0.6,0.08,1,0.0026555887419161678,0.3549161403571818,0.014875367387131086,0.047283796112147364,0.06606312729861903,0.09104639591840286,9.310563665599437,0.8273369401514794,0.5936642039577762,10751.7
0.6,0.08,2,0.0026897679383233535,0.3510169446995594,0.015858658151162167,0.04909812177106206,0.0626213045179957,0.09080719791605837,9.304829152841146,0.8262262863942077,0.5943223085320962,10698.4
0.6,0.12,1,0.0037689772862275453,0.29863173252034936,0.008060690073452037,0.046482142023512515,0.050374873483421734,0.11136138447260638,9.037044612691755,0.7930738908446195,0.6139036967621173,10895.4
0.6,0.12,2,0.003772034073952096,0.30695815627882495,0.00856703854421134,0.046312975689852084,0.053150730941060584,0.10974070832090624,9.137830551787253,0.7941001801340005,0.6132866117549708,10935.8
1.0,0.0005,1,8.496855866766468e-05,0.5923747482402315,0.10821672587374942,0.07541634416496783,0.08596966335888558,0.022932634781072346,13.193973023560272,0.8656998452377829,0.571631977572971,7779.0
1.0,0.0005,2,8.696558218562874e-05,0.5562252771622839,0.09724929629649628,0.0723504361281719,0.08064155778268625,0.02081781202877286,13.297596199815667,0.8544589439146577,0.5780105246831969,7774.7
1.0,0.0015,1,0.0001940766889221557,0.5790999912715444,0.09947210162149675,0.07191712379785486,0.0879588384416696,0.018852951370081337,13.031610999306528,0.87164122001978,0.5682969545125929,7839.0
1.0,0.0015,2,0.00018708557886227544,0.5728279191701601,0.09991897535544156,0.07256560321438467,0.08507071134381414,0.021739355250182092,12.962284499796578,0.8693603088333214,0.5695751889532759,7898.1
1.0,0.001,1,0.00014025971461077843,0.5705880644187997,0.10206549384478239,0.07347937723863364,0.08269481595567216,0.021295603160647675,13.154420473403055,0.8671519345586571,0.5708349283158667,7832.2
1.0,0.001,2,0.0001426778469760479,0.5768600631452615,0.10171453463034756,0.07288609152878414,0.0854957527691762,0.022647464244096978,13.239931452184218,0.8794989361650712,0.5638921390563885,7802.0
1.0,0.003,1,0.0003198690899101797,0.5953844280749905,0.09482317742664038,0.07589532799546087,0.09095842578775792,0.02267262012967407,12.638987191727017,0.8841526450296596,0.561314709163645,8010.2
1.0,0.003,2,0.00032515373520958083,0.5647372052418163,0.08970734691556452,0.07452283913183823,0.08382044654530722,0.022996045240574702,12.811006143460892,0.8822194150117099,0.5623921944286459,7958.7
1.0,0.005,1,0.0004717179768562874,0.5695186241768098,0.09629692141416694,0.07033267764080468,0.08740789017027922,0.02556102805632013,12.567295030200324,0.9037183264857802,0.5505122697513609,8102.7
1.0,0.005,2,0.0004776469739820359,0.5666648596157564,0.08773639794121052,0.07085374906379066,0.08878907228960684,0.025662772411955782,12.572410132661293,0.8997827917596577,0.5526716985756431,8075.0
1.0,0.008,1,0.0006620765089520958,0.5589966068422434,0.08833113350596292,0.06856967234012415,0.08831881921857465,0.02859232202776298,12.354192371782958,0.9047603540745113,0.5499074909021465,8278.1
1.0,0.008,2,0.0006776818131137725,0.5602424312536476,0.08507510197159143,0.06927679340103836,0.08911231510878233,0.029842950751587816,12.191446822978858,0.925681058325895,0.5385942133693871,8277.1
1.0,0.013,1,0.000911290034041916,0.5568578839417782,0.0826009765159135,0.06843336537128455,0.08965227083513343,0.03241132063490364,11.713240952328494,0.9181420965899129,0.5426431151496037,8569.4
1.0,0.013,2,0.0009316749227844312,0.5532487020538545,0.08439509410126192,0.06764522084669453,0.08863931584571183,0.03403352618290385,11.860543598827629,0.9321894421016861,0.5351056656740514,8508.3
1.0,0.02,1,0.0012068446335329341,0.5253037021357854,0.07182925542432035,0.06477913783514985,0.08637901101460806,0.03782841303508302,11.398042083402576,0.9288344176041774,0.536862330851496,8810.2
1.0,0.02,2,0.0012505418155688624,0.5159628959786665,0.07475612771776416,0.06286258028467323,0.08420634319328131,0.03884525968549822,11.416464111874513,0.9351184964814976,0.5335045110940014,8760.7
1.0,0.03,1,0.0016325985691616766,0.516476697987444,0.061375426768691496,0.06289771061107992,0.08880271295732942,0.043913963678318076,11.098100843873379,0.9490255694692499,0.5261743992392318,9086.1
1.0,0.03,2,0.0016151247053892218,0.5086172883620911,0.06615106076878939,0.06219620456369936,0.08529253812325663,0.04375354363680449,11.20047528495397,0.9357810997079923,0.5331659680787987,9071.4
1.0,0.05,1,0.002310796083233533,0.47820469452082826,0.05265594505109071,0.06040318896955791,0.0814463936447418,0.05105480287257776,10.538345965704435,0.9116783540001162,0.5461132306834499,9495.5
1.0,0.05,2,0.0022660449233532936,0.48760657219233705,0.05229438021749526,0.061477399793898255,0.08362666260175995,0.04943994161969609,10.599313771034865,0.9101905061270221,0.5469286605347696,9518.3
1.0,0.08,1,0.0031107232703592815,0.4343647717233122,0.03408093448751377,0.05691048294548454,0.07651746170494239,0.05901602248016512,10.087370993322462,0.8790569619017733,0.5641498115583509,9931.4
1.0,0.08,2,0.003103389447305389,0.42574948435853066,0.03696510008489611,0.05538131099607232,0.07421348446301722,0.06014308025991878,10.063232776401387,0.882985317527052,0.5619304433286166,9912.3
1.0,0.12,1,0.004100889028143712,0.3712572199861844,0.02193125639714707,0.051724742148984745,0.0647172448715777,0.06672756620130561,9.701389451365191,0.8358130466422349,0.588748814210569,10292.1
1.0,0.12,2,0.004141854673952096,0.37814184470276757,0.02235837206791238,0.05405735855820082,0.06453713307840808,0.06705829907404862,9.832260910571264,0.8408055509620803,0.5858649048455997,10229.4
