P,mu_g,Tgran,seed,mu,a_c,a_n,a_t,Theta
5.0,0.5,0.06,4,0.11713023578108674,0.11041819182351936,0.11527975610835689,0.006455265951395003,0.0029869653571428572
5.0,0.5,0.125,1,0.10057360592812184,0.10738046822659837,0.08432197763698805,0.00538845733338399,0.006861675542857145
5.0,0.5,0.125,2,0.10023806448712097,0.11225506271543072,0.07701822080608034,0.006826166981703369,0.007023394828571428
5.0,0.5,0.125,3,0.10077783447369545,0.10969115364898996,0.08265080351681953,0.004623246610811916,0.007095898224999999
5.0,0.5,0.125,4,0.0932091991761103,0.10388845898700295,0.07618092155569875,0.003873521054930887,0.0070172455964285715
50.0,0.05,0.0075,1,0.11866327558867806,0.07324734410532217,0.1594945010928419,0.0030835912756429266,0.0006246742207142857
50.0,0.05,0.0075,2,0.12262587711493023,0.07021964783155336,0.16737173483853335,0.0029964006158671452,0.0005904708292857143
50.0,0.05,0.0075,3,0.14210938349830546,0.08422701472363744,0.19367178739278015,0.0028916810370272065,0.0006729402114285713
50.0,0.05,0.0075,4,0.12790619088275676,0.07488720457169158,0.1722069884922154,0.002934729471362473,0.0006377072292857142
50.0,0.05,0.005,1,0.13042366103631176,0.07393286255252302,0.18063416277458505,0.0036422781615428157,0.00045085991892857143
50.0,0.05,0.005,2,0.13219417119536053,0.08130080191025577,0.17610472058221532,0.003453198749317683,0.0004614129639285714
50.0,0.05,0.005,3,0.14545295618410561,0.08634474205917683,0.19746187414718713,0.003952802846225418,0.00045631013821428575
