P,mu_g,Tgran,seed,mu,a_c,a_n,a_t,Theta
50.0,0.05,0.005,4,0.14276413210410385,0.07779873725792456,0.19911443363926462,0.003797711357882119,0.00044520292571428573
50.0,0.05,0.015,1,0.1084147792298395,0.07187700111539679,0.14116187177283876,0.0019177791262858343,0.0011808783710714286
50.0,0.05,0.015,2,0.11215525206931114,0.05934830122433357,0.1584737225954792,0.0018825608930986431,0.0011278212507142857
50.0,0.05,0.015,3,0.11579068088800801,0.06351207403338549,0.16292706817572258,0.0016751056324428712,0.0011440107250000001
50.0,0.05,0.015,4,0.11987167235240406,0.06583889159932507,0.1667285936149196,0.0019452897710615013,0.0011925587535714286
50.0,0.05,0.025,1,0.11163459965957023,0.06932756669251094,0.150280612182088,0.0011991124749339424,0.0018401086214285714
50.0,0.05,0.025,2,0.10454088683360216,0.06107444364466427,0.14361528980751856,0.0014517348667350879,0.0018230672535714287
50.0,0.05,0.025,3,0.10885333871727852,0.062074528782898826,0.15137845282539858,0.0010266053001587714,0.0018587466464285714
50.0,0.05,0.025,4,0.10760955974792386,0.059347398660718746,0.1509496400063795,0.001213228221079232,0.0018531380928571428
50.0,0.05,0.065,1,0.09187414240847966,0.06007845341228443,0.1224821186179057,0.0004328813173923603,0.005120260282142857
50.0,0.05,0.065,2,0.08656946642516809,0.05627089147351974,0.11467755234806838,0.000768565382206884,0.0051253749714285715
50.0,0.05,0.065,3,0.09056372423017672,0.053495444969993845,0.12470904302708652,0.0004952855705256198,0.005037914875
50.0,0.05,0.065,4,0.09675169676634604,0.06270805942626294,0.1263494672023766,0.000482686318287013,0.005216536128571427
50.0,0.05,0.15,1,0.08562023774311157,0.059085685326597144,0.10965177971871436,0.0001801021873503349,0.013239712714285713
50.0,0.05,0.15,2,0.08735541915229374,0.05653325917039885,0.1145513287171586,0.00036578046864372253,0.01324298857142857
50.0,0.05,0.15,3,0.08767675368985496,0.05522405788679647,0.11517743333893143,0.0004026605836737389,0.013292398214285715
50.0,0.05,0.15,4,0.09276674716701716,0.06075025486952774,0.11851589853065053,0.0001874488412762642,0.013428630928571427
50.0,0.05,0.3,1,0.08140030627874317,0.05654606281880541,0.10448245315647565,0.00018526954110859302,0.029842620857142853
50.0,0.05,0.3,2,0.07738424448897525,0.05443816874780246,0.09600503578777217,0.00021641091278896146,0.029833439821428564
50.0,0.05,0.3,3,0.08675250925310124,0.05875740207075412,0.10995182529919484,0.00048605141879336965,0.029366161821428573
50.0,0.05,0.3,4,0.07282435282442075,0.05249645264463379,0.08881411170097107,0.00028468686764866866,0.029858028892857137
50.0,0.05,0.6,1,0.07528390781144227,0.057018682022659806,0.09049828275424208,0.00013648650383611856,0.06712195182142858
50.0,0.05,0.6,2,0.07601754969174096,0.05663088502975696,0.08914369629718337,0.00029689126523047953,0.06663873478571429
50.0,0.05,0.6,3,0.07749506509604032,0.060950495128741795,0.09041616420979362,2.8097785183431188e-05,0.06695685214285715
50.0,0.05,0.6,4,0.07363458784890894,0.058400453241861244,0.08419723526112709,0.00020932047291087347,0.06720999103571428
50.0,0.05,1.25,1,0.057953705200431714,0.05478866448763572,0.05746959928230612,6.648650251785002e-05,0.15792425714285718
50.0,0.05,1.25,2,0.05841916067247008,0.05569597250837904,0.058774387242577525,0.00021149562540587292,0.15616691035714284
50.0,0.05,1.25,3,0.06495299425131955,0.059197059234266214,0.0687017638119073,0.0001545294883466702,0.1573750939285714
50.0,0.05,1.25,4,0.06355932128099305,0.05619899845077376,0.0645351040770059,0.0003463671870056121,0.1593254975
50.0,0.15,0.0075,1,0.202230653564597,0.11969627680458769,0.2610777581353854,0.020001045848698263,0.0006693896232142857
50.0,0.15,0.0075,2,0.19347209674803897,0.10264253093560216,0.26085075834815474,0.021571498542739088,0.0006017317249999999
50.0,0.15,0.0075,3,0.2062279205026768,0.10691673727926437,0.28183792570582544,0.020251821799674035,0.0006270478060714286
50.0,0.15,0.0075,4,0.19535320784684962,0.1054437671996065,0.2590819663503812,0.022491349140778757,0.000632181461785714
50.0,0.15,0.005,1,0.20648284225254906,0.12244462290487945,0.2647422878348085,0.022496690200582245,0.0004538834642857143
50.0,0.15,0.005,2,0.19593764064757846,0.106904267463342,0.2619664888059031,0.023077588308488557,0.0004427989942857143
50.0,0.15,0.005,3,0.2124756876924209,0.11105701993802453,0.2878118809782316,0.022343834013003393,0.000451673795
50.0,0.15,0.005,4,0.2010875034175274,0.10978558626325846,0.2639670596423932,0.024148845652127587,0.00044364430321428575
50.0,0.15,0.015,1,0.1926632037430159,0.11162404719160657,0.25327752875864923,0.01581604778219547,0.001197902667857143
50.0,0.15,0.015,2,0.17669738310907673,0.1005469958911302,0.23680340604387043,0.015735619915299745,0.0011734463071428568
50.0,0.15,0.015,3,0.19301986917311967,0.10480638618497941,0.26277767927468554,0.01630039464861053,0.0011543129928571429
50.0,0.15,0.015,4,0.17856741225295963,0.09453846159515236,0.2419563513559947,0.016806067341169365,0.0011649019142857143
50.0,0.15,0.025,1,0.18080686390519723,0.10379013344817607,0.240462809244831,0.013013702947616465,0.0018270062678571429
50.0,0.15,0.025,2,0.1683530836101412,0.09982820408993809,0.2210999370051565,0.013830683061158415,0.0017924141535714288
50.0,0.15,0.025,3,0.17320861399483678,0.09323452991833936,0.23901448897063618,0.012451112829027352,0.0018296242321428572
50.0,0.15,0.025,4,0.16670138132246964,0.08626855202131481,0.23032403558524203,0.013030745068250067,0.0018529249892857145
50.0,0.15,0.065,1,0.15728299992014913,0.09375753274587131,0.21030904673917603,0.006509916779715536,0.004329042392857143
50.0,0.15,0.065,2,0.13880090611155163,0.08522708327816125,0.1847431835573562,0.006770731167160178,0.004371627492857143
50.0,0.15,0.065,3,0.1372362142967047,0.0801961450757412,0.18594943071492434,0.005468786788063,0.004440948360714286
50.0,0.15,0.065,4,0.14301168987235552,0.08567149953454707,0.19200690227535497,0.006449314925885297,0.004403881414285714
50.0,0.15,0.15,1,0.12358700052290139,0.07706230340605796,0.16446996674706907,0.0032602800061187977,0.009818265303571428
50.0,0.15,0.15,2,0.11566517371184729,0.07239317727403119,0.15513877446399596,0.003492495704961049,0.009934306021428571
50.0,0.15,0.15,3,0.11330838504450928,0.06824386416738298,0.15601020545220584,0.0015859154560876275,0.009747800275
50.0,0.15,0.15,4,0.11083001741542617,0.0663916401507046,0.15105363885792025,0.0023529192673027097,0.010191929514285715
50.0,0.15,0.3,1,0.1034073560868557,0.06578966063103837,0.13713590969831307,0.001212904104648733,0.020911723999999996
50.0,0.15,0.3,2,0.09467224656740648,0.06760374444579058,0.11968803184797837,0.0008410501660107464,0.02064081082142857
50.0,0.15,0.3,3,0.09885275494728912,0.06845707318858399,0.12541166325911185,0.0004799873423760359,0.02106498510714286
50.0,0.15,0.3,4,0.10242514559082623,0.07144650249356357,0.12978694501908972,0.0012454590076830146,0.020960728535714287
50.0,0.15,0.6,1,0.0905061324977258,0.06465745836515215,0.11063410031710537,0.0012175133730781694,0.04638009635714285
50.0,0.15,0.6,2,0.09940703200968139,0.06783090175921312,0.12527185950376402,0.0010365836688731006,0.04606816646428571
50.0,0.15,0.6,3,0.08580009341285683,0.06383059725573181,0.10509481375057346,0.0010345546487752514,0.046223558857142855
50.0,0.15,0.6,4,0.08452593179390816,0.06480321778734485,0.10093474934117036,0.00124274657343548,0.04652319067857143
50.0,0.15,1.25,1,0.06961528378596625,0.06342432213274034,0.07191828448879677,0.0006371013910440557,0.11370790107142857
50.0,0.15,1.25,2,0.07295363169621223,0.06699334304334759,0.07305587589017956,0.0008278562748152948,0.11350218821428572
50.0,0.15,1.25,3,0.07039054885929154,0.06505639989860673,0.0736713282761426,0.0008714786567278288,0.11351592178571426
50.0,0.15,1.25,4,0.06942234316130065,0.06268306668904608,0.07136416032959896,0.00042958775609733,0.11443498642857143
50.0,0.1,0.0075,1,0.1721129039630162,0.08909126778243397,0.24079880130853196,0.010099277547218578,0.000604486909642857
50.0,0.1,0.0075,2,0.17220603591876152,0.09394636947050644,0.2346780425083825,0.01071890841475793,0.0006057316671428572
50.0,0.1,0.0075,3,0.17606640483148603,0.09796726017979546,0.23888353731810819,0.011703047932649011,0.0005747402632142856
50.0,0.1,0.0075,4,0.17392846581355936,0.09572988131424903,0.23659510550490281,0.011026903073824411,0.0006166777339285714
50.0,0.1,0.005,1,0.1752381980240742,0.09258845482716103,0.24112670701095767,0.012378470231866128,0.00042653506500000003
50.0,0.1,0.005,2,0.1800169478032809,0.10046888941128954,0.24217642945979437,0.012596015170315089,0.0004703341317857143
50.0,0.1,0.005,3,0.17446978998468135,0.09664954972116048,0.23562497737629087,0.013459693858480424,0.00043602336821428573
50.0,0.1,0.005,4,0.1796707340911003,0.09972703502704754,0.24144404787629373,0.013182794917119291,0.0004332356732142857
50.0,0.1,0.015,1,0.16377570185540338,0.09987683822555943,0.21619645223550815,0.008175856320448465,0.0011008206464285714
50.0,0.1,0.015,2,0.16415637376245512,0.08653996460086454,0.22917400895146006,0.0074626002995716685,0.0010865909142857143
50.0,0.1,0.015,3,0.15303445695976586,0.08617704226170969,0.20634820829152722,0.008590515190336918,0.0010877953642857143
50.0,0.1,0.015,4,0.16259996148414665,0.08561633117468809,0.2268434200898407,0.00821484605388642,0.0010764374685714284
50.0,0.1,0.025,1,0.14873714915577052,0.09085204289364933,0.19612403992700222,0.005932823072799056,0.0017802464678571427
50.0,0.1,0.025,2,0.13933706089254697,0.08091674490550534,0.1882524185530169,0.005211494259392261,0.001766474585714286
50.0,0.1,0.025,3,0.14131257676470516,0.07776553842941865,0.19721098220995095,0.005849289451614417,0.0017443128607142857
50.0,0.1,0.025,4,0.1531265590898464,0.08830789489962587,0.20719723245810084,0.005828625539728885,0.0017436648964285712
50.0,0.1,0.065,1,0.11678649848586832,0.07377469459544354,0.15488545607033688,0.0024950012383566653,0.004371515442857144
50.0,0.1,0.065,2,0.11885624406410485,0.0719619350471792,0.16151652032677108,0.0024892672653864284,0.0043730932964285716
50.0,0.1,0.065,3,0.11432228638829048,0.06847110832461653,0.15599938876917427,0.0024094527559408523,0.004438486432142856
50.0,0.1,0.065,4,0.11422140943514372,0.06324367945520389,0.15737525340764333,0.0025489890215612014,0.004346205603571429
50.0,0.1,0.15,1,0.09535852974572795,0.06611323882540586,0.12222583212718623,0.0006093351901609442,0.010621803571428568
50.0,0.1,0.15,2,0.09248786778575134,0.05789205390469828,0.12485235198319572,0.0005111695484431192,0.010386897260714284
50.0,0.1,0.15,3,0.1038410700102665,0.06255100218403262,0.14285171667285532,0.0006213396510520953,0.010463928567857144
50.0,0.1,0.15,4,0.09653641221032647,0.06696390890382625,0.12217714960529046,0.0011666102927387991,0.010728303589285714
50.0,0.1,0.3,1,0.08540755751417438,0.05578712957197066,0.1119047436228512,0.00016799732538259874,0.02318711689285714
50.0,0.1,0.3,2,0.09192367069785017,0.06135593045761242,0.1211306249243581,0.0005852854719359911,0.02295244339285715
50.0,0.1,0.3,3,0.08144184290857787,0.05695406748266073,0.1025551331614194,0.0005174948010555041,0.023528602357142856
50.0,0.1,0.3,4,0.09181283199650848,0.060058181958806425,0.11936868197387646,0.0007705241779844987,0.02341671257142857
50.0,0.1,0.6,1,0.07757847745699954,0.060226666806969656,0.09132682883457516,0.0003921248441640058,0.05413395082142858
50.0,0.1,0.6,2,0.07731777418169669,0.05539258715672585,0.0963950895747601,0.0005569571129250069,0.05331723142857142
50.0,0.1,0.6,3,0.07617864378410805,0.05680708735165965,0.09373126980567176,0.0002194008222591123,0.05264260060714286
50.0,0.1,0.6,4,0.08529758973911025,0.05708852776607901,0.11162355417972031,0.0006613684069047965,0.05342115607142856
50.0,0.1,1.25,1,0.08065234789624597,0.07527975458066347,0.08372307428109971,-0.00019435493767000207,0.12934104785714287
50.0,0.1,1.25,2,0.07284488100975739,0.06131234369934359,0.08079097176399433,0.000436258836936896,0.12994702714285714
50.0,0.1,1.25,3,0.0633774553712001,0.05742840139804966,0.06546312514604853,-0.00015995340938422338,0.1283174057142857
50.0,0.1,1.25,4,0.06859410181611168,0.05422432214047573,0.07949653125594419,0.0002665266910441219,0.1312517617857143
50.0,0.2,0.0075,1,0.21883847221658312,0.11274813844458416,0.28547607661436153,0.031722351918256994,0.0006757811192857143
50.0,0.2,0.0075,2,0.21797226113236098,0.11760068587242752,0.2824494862420484,0.03414662247491607,0.0006895499514285716
50.0,0.2,0.0075,3,0.2124912026931923,0.1112340428903269,0.27929865822588257,0.03054816262976518,0.0006977515042857141
50.0,0.2,0.0075,4,0.21971312829243367,0.11137564249082302,0.2914102244154141,0.03304744971846987,0.0006649019739285714
50.0,0.2,0.005,1,0.22110717627701337,0.11413192230090992,0.289191820325759,0.03238527573488808,0.0004856123721428571
50.0,0.2,0.005,2,0.21927052737747404,0.11750816604791127,0.2825287948029666,0.03549914716484895,0.0004925166021428572
50.0,0.2,0.005,3,0.2172466813282551,0.11474712942433264,0.2845811584472707,0.03261950324524935,0.0005212340575
50.0,0.2,0.005,4,0.22673789554567803,0.1186999393340065,0.29381184030630697,0.036296092703112626,0.00046576236392857135
50.0,0.2,0.015,1,0.2100423794739114,0.10959353459111575,0.27730914900054954,0.02627993582031376,0.0012266166321428572
50.0,0.2,0.015,2,0.20454485459984692,0.11255912554177179,0.26543872599011337,0.02892091102374817,0.0012673412964285715
50.0,0.2,0.015,3,0.19938249545468023,0.11017716185816198,0.2607894271275751,0.02492000858578953,0.0012530498535714284
50.0,0.2,0.015,4,0.2091777464240451,0.10692492744399805,0.27831150245754444,0.028254198395532046,0.0012297818714285711
50.0,0.2,0.025,1,0.194165142902681,0.10546537093505028,0.25521642922366017,0.021696167880745926,0.001934668292857143
50.0,0.2,0.025,2,0.19244517353447624,0.10413589709133726,0.2549565625449155,0.023735864446787366,0.0020110042392857143
50.0,0.2,0.025,3,0.1894926285705464,0.10922659755838447,0.24965078723492112,0.019400495292165296,0.001930274757142857
50.0,0.2,0.025,4,0.19921170087439538,0.10353243220775714,0.2677114304616293,0.022286443444087884,0.0019337349678571428
50.0,0.2,0.065,1,0.1588520788198421,0.09274100603497565,0.2094716629008126,0.011849109507077318,0.004625184996428571
50.0,0.2,0.065,2,0.16128691857355373,0.08970900442231843,0.21787817602690598,0.012306695637932945,0.004656727292857143
50.0,0.2,0.065,3,0.1580635922228551,0.09635973095464286,0.20530335400690583,0.01213236160082081,0.004568158849999999
50.0,0.2,0.065,4,0.16869491907900838,0.09459408392646212,0.22391996532745934,0.012508868234386903,0.004665674585714285
50.0,0.2,0.15,1,0.12894544986525128,0.07091609381189679,0.17569953824591875,0.006102369011732697,0.01017233965357143
50.0,0.2,0.15,2,0.1258889603369004,0.07515590426062985,0.17032804495474205,0.0054258047583581066,0.010030553135714285
50.0,0.2,0.15,3,0.13630872896078883,0.0858835999367338,0.17906615615558893,0.005700388611508931,0.009986803825
50.0,0.2,0.15,4,0.13004478530922914,0.07360416377534217,0.1750090166966881,0.005890302991870695,0.01002629449642857
50.0,0.2,0.3,1,0.11198200363235851,0.0680332137886606,0.15084599532486667,0.0027589183342749874,0.02017193825
50.0,0.2,0.3,2,0.10182884383198229,0.06525865803030632,0.1334471691685466,0.0024054505185154367,0.019876271642857147
50.0,0.2,0.3,3,0.11056053258063255,0.07177527180051778,0.14305179397583456,0.0035585534836831303,0.019915347678571428
50.0,0.2,0.3,4,0.11708812392103145,0.07577212307444617,0.15190079393222242,0.002549722590294692,0.02010319732142857
50.0,0.2,0.6,1,0.09667025778617956,0.06854996666650827,0.11831791650413355,0.001604162182032044,0.04221464603571429
50.0,0.2,0.6,2,0.083239584426065,0.057692696481578626,0.10760673668462023,0.0011314740522280567,0.0422908360357143
50.0,0.2,0.6,3,0.08776892449865163,0.060393664747424386,0.11293982010637767,0.0011427945123614937,0.042087355928571435
50.0,0.2,0.6,4,0.09777079760614554,0.06309340520481466,0.12565921541008923,0.00103683399816304,0.04284217932142857
50.0,0.2,1.25,1,0.07425556709195584,0.06164863397935259,0.08380212284277397,0.0005814349752153653,0.10287465103571429
50.0,0.2,1.25,2,0.07337266697762812,0.0632941817253955,0.08137185306239048,0.00023303019463557646,0.10306781321428572
50.0,0.2,1.25,3,0.07513344307712565,0.06125222690741937,0.08257653606373291,0.0011378129945237136,0.102223917
50.0,0.2,1.25,4,0.07159043078597944,0.05725571099888279,0.08295455998967943,0.0006859717483048236,0.10295259324999999
50.0,0.3,0.0075,1,0.2560677635376228,0.1439124341403238,0.308253584948825,0.053332917220674854,0.0007868520035714286
50.0,0.3,0.0075,2,0.25458602449082846,0.1339308056736794,0.3166495542432636,0.05337771909220888,0.0007259206032142857
50.0,0.3,0.0075,3,0.23973400016420573,0.13750092242159578,0.2864854099808261,0.04990405341269148,0.0007534828546428571
50.0,0.3,0.0075,4,0.24654958322454032,0.13581775462183862,0.2997690307751831,0.0542039634120643,0.0007819981914285713
50.0,0.3,0.005,1,0.2609733211994162,0.14539632145157097,0.3130614534801016,0.05618733548382474,0.0005514697517857143
50.0,0.3,0.005,2,0.2580075124654443,0.13995199059361424,0.31508413471572205,0.054596830309156,0.0005250815739285715
50.0,0.3,0.005,3,0.24139955121133205,0.13917337865268772,0.2864649337466294,0.051887189321438515,0.0005535863828571428
50.0,0.3,0.005,4,0.2560917003912173,0.1377822814612172,0.3132059483182373,0.05852503748345869,0.0005335831060714286
50.0,0.3,0.015,1,0.2521069372772379,0.14233866749487845,0.306894299353018,0.04908352895785433,0.001390977282142857
50.0,0.3,0.015,2,0.24290729965400729,0.13244605343307314,0.3025685447721766,0.04433249846733141,0.0013569636392857143
50.0,0.3,0.015,3,0.2371577920536264,0.13521361754855096,0.2879029615507908,0.04593241703330617,0.0013681031571428572
50.0,0.3,0.015,4,0.24259013464643062,0.13094840030064828,0.3010254669893485,0.051152180580190415,0.0014027527892857144
50.0,0.3,0.025,1,0.23829408536182736,0.13655083657098152,0.29454371764715087,0.03966907139992637,0.0021333895464285715
50.0,0.3,0.025,2,0.22974003012734062,0.12542826953232247,0.2925672220953375,0.03689648820776183,0.0021905745892857147
50.0,0.3,0.025,3,0.22743476768876297,0.1323964572950081,0.278590253003306,0.03829233204774664,0.0021838432999999997
50.0,0.3,0.025,4,0.23195725934494046,0.1281047916049246,0.2892988360305189,0.04399478178548395,0.002134703892857143
50.0,0.3,0.065,1,0.21304490371938972,0.12077921822152754,0.27332652638385935,0.02653115942323959,0.005071145232142857
50.0,0.3,0.065,2,0.21148520253997408,0.12597377892779663,0.269040807497116,0.02471559360083854,0.005053411814285715
50.0,0.3,0.065,3,0.19676260935033263,0.11894548517564314,0.24470999943669552,0.024946700711088784,0.00497247560357143
50.0,0.3,0.065,4,0.21182723300567294,0.11774056941087066,0.27365503519043544,0.028423831469884156,0.004977079317857144
50.0,0.3,0.15,1,0.17641082704897115,0.09558773502806447,0.23645353905582045,0.015079191137496818,0.010775212285714287
50.0,0.3,0.15,2,0.17468820827990317,0.10233069768308958,0.22822630921405235,0.016524097138825012,0.010727240642857142
50.0,0.3,0.15,3,0.16577592474261493,0.09828201394617744,0.21522178284194948,0.013946654216002876,0.010511624678571429
50.0,0.3,0.15,4,0.1812244544257048,0.10403763610678388,0.2386640153987998,0.015812612494306766,0.010624729178571426
50.0,0.3,0.3,1,0.13429502156160844,0.0854249417473423,0.1722273150269005,0.006017417267651034,0.020185299107142857
50.0,0.3,0.3,2,0.1347710488490281,0.08162983755974659,0.17584373073500872,0.00748432168392432,0.020241330000000002
50.0,0.3,0.3,3,0.12303664734014196,0.07480214499028703,0.16322452484750308,0.005624861042753386,0.02035280935714286
50.0,0.3,0.3,4,0.1446307854271997,0.0952720631047499,0.183003323972539,0.006845947591773293,0.0203813975
50.0,0.3,0.6,1,0.1165629401691306,0.07628998131300412,0.14783902573199034,0.0032216246322344998,0.039757082035714285
50.0,0.3,0.6,2,0.10161992356518869,0.06707464111857742,0.12913232433837163,0.003188844943769806,0.04049990153571429
50.0,0.3,0.6,3,0.10312741242947572,0.07043766443434755,0.13016219043419383,0.003085024010913246,0.04017488139285714
50.0,0.3,0.6,4,0.1051181082978229,0.07022000598944807,0.1303444868789496,0.003418705392934817,0.04070247253571429
50.0,0.3,1.25,1,0.08065689020345464,0.06590013847147991,0.09038519863126483,0.002033745107193565,0.09188460675
50.0,0.3,1.25,2,0.08323237403264158,0.06888641457854602,0.09398073711526715,0.0014224376907996618,0.0936222567142857
50.0,0.3,1.25,3,0.08957799344421458,0.0697615397653749,0.10334497456300744,0.0012579164090627572,0.09255477407142858
50.0,0.3,1.25,4,0.09032802890853693,0.07205970617282238,0.10558266968389288,0.0012542374494710648,0.09352242539285714
50.0,0.5,0.0075,1,0.27784311199340883,0.16060375804065738,0.30045464011712547,0.08708927511821563,0.0009518469707142858
50.0,0.5,0.0075,2,0.24060834902661002,0.1300999609078624,0.26505834885192525,0.08010874514424277,0.0009035190242857143
50.0,0.5,0.0075,3,0.26854214939398147,0.15027930736978548,0.29267251153915974,0.08650525110663493,0.0009775273053571427
50.0,0.5,0.0075,4,0.2517040897815227,0.14669970385503822,0.2644635928481915,0.08644334400617722,0.0009429368903571428
50.0,0.5,0.005,1,0.2790028516881521,0.1583455855239517,0.3061926578581635,0.08615653433569509,0.0006814820014285714
50.0,0.5,0.005,2,0.2492901725654838,0.13920231856138576,0.26966519667365535,0.08302657358704935,0.0006820296896428572
50.0,0.5,0.005,3,0.2677881444065291,0.15009935367453694,0.2876671949731704,0.08869267451561068,0.0006708751475
50.0,0.5,0.005,4,0.24930726610321174,0.14516885825633172,0.26221673893577535,0.08727784824917877,0.0007049291825
50.0,0.5,0.015,1,0.2659711482817392,0.1483941219072899,0.2988433656138418,0.07822138515534371,0.0016767681249999999
50.0,0.5,0.015,2,0.23464556028257702,0.12431772896975482,0.26444198711131023,0.07419470348917812,0.0016599275285714282
50.0,0.5,0.015,3,0.25483509070008176,0.13967891243753397,0.28616083777243023,0.07687936465792321,0.0017257557285714283
50.0,0.5,0.015,4,0.2448208138700475,0.1427770936208783,0.2652543109010152,0.07684087969446772,0.0016347579071428575
50.0,0.5,0.025,1,0.2638123220249876,0.14212495262419128,0.303087742183205,0.07464735490901286,0.002592057760714286
50.0,0.5,0.025,2,0.23230567665238894,0.12560145509864806,0.2656449823040714,0.06669610242402614,0.0026108309035714284
50.0,0.5,0.025,3,0.24491727477694786,0.13309533798694637,0.28374139764898576,0.06393228593451698,0.002689467828571429
50.0,0.5,0.025,4,0.24229889183979372,0.13423495133950647,0.27267207106002345,0.07231870644899359,0.002533597807142857
50.0,0.5,0.065,1,0.23840674012869353,0.13161408916370204,0.2862041786576757,0.05017359761745835,0.0059854321749999995
50.0,0.5,0.065,2,0.2238517783146779,0.11587031074211177,0.2698134189539586,0.055490969777540367,0.006024917803571429
50.0,0.5,0.065,3,0.2232251448508983,0.12646413407625168,0.2618660470660465,0.052603666527324275,0.005964877503571428
50.0,0.5,0.065,4,0.22000171365438517,0.12085879196173714,0.2570890431736024,0.056180179478556726,0.006018820942857143
50.0,0.5,0.15,1,0.20636900927837337,0.11464332940193568,0.255740209508577,0.03419105566882379,0.012168314071428571
50.0,0.5,0.15,2,0.1969233165037233,0.10865990179974983,0.24436002586722086,0.03450817005760512,0.012239942571428571
50.0,0.5,0.15,3,0.2055721674731918,0.10664883345774778,0.263086009491168,0.035327743052547975,0.012207405964285711
50.0,0.5,0.15,4,0.19201862166834363,0.1107075188536154,0.2313609621403205,0.03600781516566361,0.01204172232142857
50.0,0.5,0.3,1,0.1768098825892771,0.1072020041510081,0.2207155528887574,0.019913234881976716,0.022131574071428572
50.0,0.5,0.3,2,0.155098142563001,0.08809063662660434,0.20008181853925747,0.01984130260934867,0.02231734360714286
50.0,0.5,0.3,3,0.1761567358072515,0.10322316911308016,0.22296724714560245,0.020777093776738555,0.021921769107142858
50.0,0.5,0.3,4,0.16601475418616998,0.09417126780809351,0.21221844613474902,0.020867871803341445,0.022449547892857146
50.0,0.5,0.6,1,0.13894402613966955,0.09415100690173844,0.1720897555840163,0.009229040150447461,0.04136992939285714
50.0,0.5,0.6,2,0.1214681255533539,0.07700288498817297,0.15416110380495338,0.00935509066470464,0.040995276178571426
50.0,0.5,0.6,3,0.13432298224280256,0.0931225621913137,0.16471240741071666,0.007016521502043496,0.04219427610714287
50.0,0.5,0.6,4,0.1271345250514632,0.08583486487868498,0.1581793349068249,0.007160682449366444,0.04268415503571428
50.0,0.5,1.25,1,0.09647840950669723,0.07817066007299295,0.1056314574682044,0.005910800734158144,0.08750267285714283
50.0,0.5,1.25,2,0.09388423076451888,0.07128899449948996,0.11205978580517144,0.0031346560778710156,0.08737634274999999
50.0,0.5,1.25,3,0.09530926545176407,0.06975016817437114,0.11541728559663672,0.0031548271116635857,0.08805868132142858
50.0,0.5,1.25,4,0.09853643528275959,0.07588614804436025,0.11413863787643222,0.0038301189106726666,0.08849533667857143
