mu_g,Tgran,seed,Theta,mu,mu_t,A_c,A_n,chi,f_mean,cv_f,pr_f,ncon,E
1.0,0.02,1,0.001555349860447761,0.553960801935385,0.1081824070529333,0.05372442751139056,0.09486836952583791,0.03162773499789215,9.934732149042757,0.9187789604301234,0.5422728960067302,10077.25,10000.0
1.0,0.02,2,0.001547822580597015,0.5549720529510774,0.1130947803161323,0.053098297125803946,0.09419412937177025,0.030596948480196236,9.860789738469748,0.9184803865480518,0.5424307089545508,10152.0,10000.0
1.0,0.03,1,0.002094863947761194,0.5544851200909835,0.10479509051729685,0.05363272223854804,0.09626395191208612,0.03628358382095821,9.615706073207937,0.9171035900700837,0.5432025490686714,10363.0,10000.0
1.0,0.03,2,0.002143905124626866,0.5524006687928449,0.10473423356966323,0.052937611900737126,0.09628453576884055,0.03372969887680861,9.772072382444755,0.9263847901712028,0.5382155652619205,10314.5,10000.0
1.0,0.05,1,0.003100876426119403,0.5144113880062043,0.08672395216052514,0.04961685812802953,0.09294562167859068,0.039981593429541884,9.154764615120934,0.915980678109503,0.5438104736165081,10786.5,10000.0
1.0,0.05,2,0.0031215907731343283,0.5158304098874839,0.0883656424479972,0.04922084991866411,0.09326740858472475,0.04208425617098982,9.074774860439604,0.9194786499862937,0.5418890120888725,10787.25,10000.0
1.0,0.08,1,0.004509865780597014,0.45851178538637444,0.06416227776624238,0.04519343088270501,0.08625640586365863,0.04807878941164086,8.777476309751034,0.9124655697116334,0.5457437046053639,11194.0,10000.0
1.0,0.08,2,0.004522933167164179,0.4837201948190145,0.07116599399064465,0.04667392374881499,0.09084414269931713,0.04908510353662433,8.752201197416479,0.9116937322993144,0.5461246950334019,11179.5,10000.0
1.0,0.12,1,0.006189779964179105,0.4322767565501976,0.04789504396830515,0.043390127896788644,0.0847371107363431,0.05584056702834548,8.262734146732411,0.8858903094041726,0.5602945712682174,11635.5,10000.0
1.0,0.12,2,0.006100109068656716,0.435578095674026,0.05103130871276001,0.04342936025223705,0.08475290391808099,0.05521101188436997,8.36430939136988,0.8994318088494495,0.552814660069132,11643.5,10000.0
0.1,0.0005,1,0.00028514689488023953,0.39544740707552706,0.005431415799245347,0.050690903182190314,0.07931442820706794,0.21366900885834778,6.607587205262975,0.8286499892339959,0.5938195456745934,11455.6,100000.0
0.1,0.0005,2,0.00016718557702095812,0.45930710094383836,0.005395189979825779,0.06920234975079943,0.08210161951256348,0.2112556065678842,5.738512252386556,0.8788687188854031,0.5642452281233996,10833.5,100000.0
0.1,0.0015,1,6.248387744011975e-05,0.3426523365733483,0.010988384472989735,0.0472950960011513,0.06325955427943247,0.09891461592746513,8.59457111357526,0.8091833394116644,0.6043307724644096,11627.9,100000.0
0.1,0.0015,2,5.997963718862275e-05,0.34605400942925046,0.01102467394970376,0.04589915794469675,0.06577728624923188,0.09878032219709496,8.580293778517916,0.8158495852188489,0.6004018538768663,11669.5,100000.0
0.1,0.001,1,4.1974123113772454e-05,0.35015248348534206,0.012102941001516676,0.047142389516425305,0.06554079129249457,0.09720910656334206,8.622865708624524,0.8116379850849904,0.6028772216250491,11552.9,100000.0
